item_id,name,cubic_meters,rotation_c,packages,primary_supplier_price,pascal_price,family,subgroup,size,materials,commercial_status,heca_reference,woo_sku,notes,quantity_in_order,m3_template
724011,Futón de Algodón 90 x 190 x 14 cm.,0.4,0.024931507,1,51.21,53.8,Futones,Algodón,"90x190x14,5 cm.",Algodón,Normal,0724011,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 5.0,5.0,0.405
726007,"Futón Algodón con 4 cm de látex, 90x190x14 cm.",0.46,0.01,1,78.37,82.3,Futones,4 cm de latex,"90x190x14,5 cm.","Algodón, Látex",Normal,0726007,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,0.405
727007,"Futón Algodón 1 Látex + 2 Cojines, 80x200x13 cm.",0.53,0.01,1,91.19,89.95,Futones,4 cm Latex and 2 pillows,80x200x13 cm,"Algodón, Látex",Normal,0727007,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,0.32
728002,"Futón Algodón con 4 cm de látex, 140x200x14 cm.",0.26,0.07,1,120.08,111.8,Futones,4 cm de latex,"140x200x14,5 cm","Algodón, Látex",Normal,0728002,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 5.0,5.0,0.63
728003,"Futón Algodón con 4 cm de látex, 150x200x14 cm.",0.26,0.05,1,128.65,127.8,Futones,4 cm de latex,"150x200x14,5 cm","Algodón, Látex",Normal,0728003,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,0.675
728007,"Futón Algodón con 4 cm de látex, 140x190x14 cm.",0.53,0.03,1,114.08,109.4,Futones,4 cm de latex,"140x190x14,5 cm.","Algodón, Látex",Normal,0728007,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,0.63
730002,"Futón Algodón con 8 cm látex, 140 x 200 x 14 cm.",0.42,0.04,1,169.37,172.3,Futones,8 cm de latex ,"140x200x14,5 cm","Algodón, Látex",Normal,0730002,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0,1.0,0.63
730003,"Futón Algodón con 8 cm látex, 150 x 200 x 14 cm.",0.405,0.03,1,181.47,175.8,Futones,8 cm de latex ,"150x200x14,5 cm","Algodón, Látex",Normal,0730003,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 8.0,8.0,0.675
730004,"Futón Algodón con 8 cm látex, 160 x 200 x 14 cm.",0.63,0.03,1,191.17,186.3,Futones,8 cm de latex ,"160x200x14,5 cm","Algodón, Látex",Normal,0730004,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 4.0,4.0,0.72
730005,"Futón Algodón con 8 cm látex, 180 x 200 x 14 cm.",0.675,0.02,1,215.28,209.8,Futones,8 cm de latex ,"180x200x14,5 cm","Algodón, Látex",Normal,0730005,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,0.81
730006,"Futón Algodón con 8 cm látex, 200 x 200 x 14 cm.",0.72,0.01,1,239.24,240.1,Futones,8 cm de latex ,"200x200x14,5 cm","Algodón, Látex",Normal,0730006,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0,1.0,0.9
730009,"Futón Algodón 2 Látex + 2 Cojines, 80x200x13 cm.",0.4,0.02,1,113.55,117.9,Futones,8 cm latex and 2 pillows,80x200x13 cm,"Algodón, Látex",Normal,0730009,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 4.0,4.0,0.32
730012,"Futón Algodón con 8 cm látex, 120 x 200 x 14 cm.",0.43,0.02,1,145.18,150.5,Futones,8 cm de latex ,"120x200x14,5 cm","Algodón, Látex",Normal,0730012,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,0.54
731002,"FutónAlgodón, Núcleo Látex 10 cm, 140x200x16 cm. ",0.3,0.02,1,180.56,179.9,Futones,10 cm latex,140x200x16 cm,"Algodón, Látex",Normal,0731002,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 4.0,4.0,0.7
731003,"FutónAlgodón, Núcleo Látex 10 cm, 150x200x16 cm. ",0.35,0.01,1,196.51,192.7,Futones,10 cm latex,150x200x16 cm,"Algodón, Látex",Normal,0731003,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0,1.0,0.75
731004,"FutónAlgodón, Núcleo Látex 10 cm, 160x200x16 cm.",0.45,0.01,1,210.42,205.5,Futones,10 cm latex,160x200x16 cm,"Algodón, Látex",Normal,0731004,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0,1.0,0.8
731006,"FutónAlgodón, Núcleo Látex 10 cm, 200x200x16 cm. ",0.52,0,1,255.61,257.8,Futones,10 cm latex,200x200x16 cm,"Algodón, Látex",Normal,0731006,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,1
733002,"FutónAlgodón, Núcleo Látex 15 cm, 140x200x19 cm. ",0.65,0,1,243.9,242.8,Futones,15 cm latex,140x200x19 cm,"Algodón, Látex",Normal,0733002,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,0.728
733003,"FutónAlgodón, Núcleo Látex 15 cm, 150x200x19 cm. ",0.35,0.01,1,261.32,259.5,Futones,15 cm latex,150x200x19 cm,"Algodón, Látex",Normal,0733003,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 4.0,4.0,0.78
733005,"FutónAlgodón, Núcleo Látex 15 cm, 180x200x19 cm. ",0.66,0.01,1,313.59,311.4,Futones,15 cm latex,180x200x19cm,"Algodón, Látex",Normal,0733005,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0,1.0,0.936
733006,"FutónAlgodón, Núcleo Látex 15 cm, 200x200x19 cm. ",0.64,0,1,348.43,345.7,Futones,15 cm latex,200x200x19 cm,"Algodón, Látex",Normal,0733006,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,1.04
758003,"Futón de coco Premium, 150 x 200 x 17 cm. ",0.3,0.01,1,198.85,224.4,Futones,Premium (winter/summer),150x200x17 cm,Coco,Normal,0758003,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 3.0,3.0,0.75
758004,Futón de Coco  Premium 160 x 200 x 17 cm. ,0.5,0.01,1,212.11,227.4,Futones,Premium (winter/summer),160x200x17cm,Coco,Normal,0758004,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,0.8
758005,Futón de Coco  Premium 180 x 200 x 17 cm. ,0.5,0.01,1,238.62,255.7,Futones,Premium (winter/summer),180x200x17cm,Coco,Normal,0758005,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,0.9
758006,Futón de Coco  Premium 200 x 200 x 17 cm. ,0.6,0.01,1,265.14,292.4,Futones,Premium (winter/summer),200x200x17 cm,Coco,Normal,0758006,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0,1.0,1
759003,Futón Plus Coco 150x200x14 cm.,0.7,0.01,1,214.12,246.2,Futones,f-1000 ( Futon Coco Plus),"150x200x14,5 cm",Coco,Normal,0759003,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 4.0,4.0,0.675
759004,Futón Plus Coco 160x200x14 cm,0.8,0.01,1,228.4,257.3,Futones,f-1000 ( Futon Coco Plus),160x200x14 cm,Coco,Normal,0759004,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,0.72
770001,Futon Duo (algodón y lana) 90x200x14 cm,0.44,0.01,1,66.28,74.4,Futones,50 % Wool + 50% cotton ( 2 size),"90x200x14,5 cm","Algodón, Lana",Normal,0770001,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 3.0,3.0,0.45
770003,Futon Duo (algodón y lana) 140x200x14 cm,0.46,0.01,1,88.94,108.9,Futones,50 % Wool + 50% cotton ( 2 size),"140x200x14,5 cm","Algodón, Lana",Normal,0770003,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 3.0,3.0,0.63
770005,Futon Duo (algodón y lana) 150x200x14 cm,0.26,0.01,1,95.29,113.3,Futones,50 % Wool + 50% cotton ( 2 size),"150x200x14,5 cm","Algodón, Lana",Normal,0770005,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,0.675
780002,Futón Lana 120x200x14 cm,0.53,0,1,92.84,122.2,Futones,100% Wool / Lana,"120x200x14,5 cm",Lana,Normal,0780002,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0,1.0,0.54
780004,Futón Lana 150x200x14 cm,0.35,0,1,114.26,,Futones,100% Wool / Lana,"150x200x14,5 cm",Lana,Normal,0780004,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0,1.0,0.675
780006,Futón Lana 180x200x14 cm,0.43,0,1,136.7,144.7,Futones,100% Wool / Lana,"180x200x14,5 cm",Lana,Normal,0780006,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0,1.0,0.81
780007,Futón Lana 200x200x14 cm,0.46,0,1,154.74,163.3,Futones,100% Wool / Lana,"200x200x14,5 cm",Lana,Normal,0780007,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0,1.0,0.9
808001,"Futón portátil, 80x200x 4 cm, Crudo",0.53,0.06,1,46.37,51.8,Futones,Futon portatil ,80x200x4 cm,,Normal,0808001,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 12.0,12.0,0.101
808003,"Futón portátil, 140x200x4 cm, Crudo",0.6,0.07,1,54.6,61.9,Futones,Futon portatil ,140x200x4 cm,,Normal,0808003,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0,1.0,0.176
816001,"Futón portátil, 80x 200x4 cm, Negro",0.064,0.02,1,46.37,51.8,Futones,Futon portatil ,80x200x4 cm,,Normal,0816001,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 4.0,4.0,0.101
816003,"Futón portátil, 140x200x4 cm, Negra",0.11,0,1,54.6,61.9,Futones,Futon portatil ,140x200x4 cm,,Normal,0816003,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 5.0,5.0,0.176
1249001,"Futón de Algodon 80x200x13 cm, (2 cojines) crudo",0.3,0.07,1,62.33,62.7,Futones,Algodón color and 2 pillows,80x200x13 cm,Algodón,Normal,1249001,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 3.0,3.0,0.32
780008,Futón Duo y Látex · 90x200x16 cm,0.45,0.02,1,124.21,,Futones,Futón Duo y Látex,90x200x16 cm ,Látex,Normal,0780008,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 3.0 Rotación C completada desde data.xlsx actualizado.,3.0,0.45
780010,Futón Duo y Látex · 150x200x16 cm,0.75,0.03,1,193.01,,Futones,Futón Duo y Látex,150x200x16 cm,Látex,Normal,0780010,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0 Rotación C completada desde data.xlsx actualizado.,1.0,0.75
780014,Futón Duo y Látex · 200x200x16 cm,0.33,0.01,1,254.61,,Futones,Futón Duo y Látex,200x200x16 cm,Látex,Normal,0780014,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0 Rotación C completada desde data.xlsx actualizado.,1.0,0.33
759005,"Futon Coco Plus · 90x200x14,5 cm",0.63,0.01,1,137.48,,Futones,f-1000 ( Futon Coco Plus),"90x200x14,5 cm",Coco,Normal,0759005,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0 Rotación C completada desde data.xlsx actualizado.,2.0,0.63
759006,"Futon Coco Plus · 120x200x14,5 cm",0.32,0.02,1,171.3,,Futones,f-1000 ( Futon Coco Plus),"120x200x14,5 cm",Coco,Normal,0759006,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0 Rotación C completada desde data.xlsx actualizado.,2.0,0.32
759007,"Futon Coco Plus · 140x200x14,5cm",0.7,0.02,1,199.85,,Futones,f-1000 ( Futon Coco Plus),"140x200x14,5cm",Coco,Normal,0759007,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0 Rotación C completada desde data.xlsx actualizado.,2.0,0.7
759008,"Futon Coco Plus · 140x190x14,5 cm",0.7,0.02,1,189.86,,Futones,f-1000 ( Futon Coco Plus),"140x190x14,5 cm",Coco,Normal,0759008,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0 Rotación C completada desde data.xlsx actualizado.,1.0,0.7
759009,"Futon Coco Plus · 180x200x14,5cm",0.81,0.01,1,256.95,,Futones,f-1000 ( Futon Coco Plus),"180x200x14,5cm",Coco,Normal,0759009,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0 Rotación C completada desde data.xlsx actualizado.,1.0,0.81
759010,"Futon Coco Plus · 200x200x14,5cm",0.9,0.01,1,285.5,,Futones,f-1000 ( Futon Coco Plus),"200x200x14,5cm",Coco,Normal,0759010,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0 Rotación C completada desde data.xlsx actualizado.,1.0,0.9
770002,"Futon Duo · 120x200x14,5 cm",0.54,0.02,1,76.23,,Futones,50 % Wool + 50% cotton ( 2 size),"120x200x14,5 cm","Algodón, Lana",Normal,0770002,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0 Rotación C completada desde data.xlsx actualizado.,2.0,0.54
770008,"Futon Duo· 200x200x14,5 cm",0.9,0.02,1,127.05,,Futones,50 % Wool + 50% cotton ( 2 size),"200x200x14,5 cm","Algodón, Lana",Normal,0770008,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0 Rotación C completada desde data.xlsx actualizado.,1.0,0.9
758087,Premium (winter/summer) · 120x200x17 cm,0.33,0.02,1,159.08,,Otros,Premium (winter/summer),120x200x17 cm,,Normal,0758087,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0 Rotación C completada desde data.xlsx actualizado.,1.0,0.33
818001,Futon portatil  80x200x4 cm Marrón chocolate color 80,0.101,,1,,,Futones,Futon portatil ,80x200x4 cm,,Normal,0818001,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 6.0,6.0,0.101
818002,Futon portatil  140x200x4 cm Marrón chocolate color 80,0.176,,1,,,Futones,Futon portatil ,140x200x4 cm,,Normal,0818002,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 6.0,6.0,0.176
619007,Funda/cover and 2 cover pillows 50x50 cm 80x200x13 cm Marrón chocolate color 80,0.006,,1,,,Fundas,Funda/cover and 2 cover pillows 50x50 cm,80x200x13 cm,Funda,Normal,0619007,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 4.0,4.0,0.006
619011,"Funda/cover 90x200x14,5 cm Marrón chocolate color 80",0.006,,1,,,Fundas,Funda/cover,"90x200x14,5 cm",Funda,Normal,0619011,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 4.0,4.0,0.006
619013,"Funda/cover 90x200x14,5 cm Color Sun 91 (gris jaspeado)",0.006,,1,,,Fundas,Funda/cover,"90x200x14,5 cm",Funda,Normal,0619013,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,0.006
619014,"Funda/cover 90x200x14,5 cm Color 72 (beige jaspeado)",0.006,,1,,,Fundas,Funda/cover,"90x200x14,5 cm",Funda,Normal,0619014,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,0.006
619009,"Funda/cover 140x200x14,5cm Marrón chocolate color 80",0.006,,1,,,Fundas,Funda/cover,"140x200x14,5cm",Funda,Normal,0619009,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 2.0,2.0,0.006
619010,"Funda/cover 150x200x14,5 cm Marrón chocolate color 80",0.006,,1,,,Fundas,Funda/cover,"150x200x14,5 cm",Funda,Normal,0619010,,Import candidato desde PLANTILLA PEDIDO E-2026-03 + data.xlsx. Cantidad pedido: 1.0,1.0,0.006
