decision_group_id,entity_type,entity_id,sku_or_signature,woo_id,source,source_row,name,quarantine_reason,affected_edges,affected_combinations,original_status,quarantine_status,worker_review_status,notes
TECH-001,UNRESOLVED_SOURCE_COMPOSITION,0504016|0724005|0608003,0504016|0724005|0608003,,MAESTRO,343,,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,0,HISTORICAL_COMPOSITION_EVIDENCE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,Source evidence retained outside the operational graph pending exact identity evidence.
TECH-001,UNRESOLVED_SOURCE_COMPOSITION,0504016|0728004,0504016|0728004,,MAESTRO,344,,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,2,0,HISTORICAL_COMPOSITION_EVIDENCE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,Source evidence retained outside the operational graph pending exact identity evidence.
TECH-001,UNRESOLVED_SOURCE_COMPOSITION,0504016|0728004|0608003,0504016|0728004|0608003,,MAESTRO,345,,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,0,HISTORICAL_COMPOSITION_EVIDENCE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,Source evidence retained outside the operational graph pending exact identity evidence.
TECH-001,UNRESOLVED_WOO_COMBINATION,11726,0201001|0201001|1244001|1245001-1,11726,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Negro, Rojo, Sin funda, Sin funda",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0201001 | 1244001 | 1245001-1; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,11723,0201001|0201001|1244001|1249001-1,11723,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Negro, Crudo, Sin funda, Sin funda",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0201001 | 1244001 | 1249001-1; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,11731,0201001|0201001|1245001|1244001-1,11731,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Rojo, Negro, Sin funda, Sin funda",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0201001 | 1244001-1 | 1245001; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,11718,0201001|0201001|1245001|1245001-1,11718,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Rojo, Rojo, Sin funda, Sin funda",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0201001 | 1245001 | 1245001-1; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,11729,0201001|0201001|1245001|1249001-1,11729,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Rojo, Crudo, Sin funda, Sin funda",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0201001 | 1245001 | 1249001-1; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,11719,0201001|0201001|1249001|1244001-1,11719,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Crudo, Negro, Sin funda, Sin funda",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0201001 | 1244001-1 | 1249001; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,11720,0201001|0201001|1249001|1245001-1,11720,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Crudo, Rojo, Sin funda, Sin funda",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0201001 | 1245001-1 | 1249001; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,11717,0201001|0201001|1249001|1249001-1,11717,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Crudo, Crudo, Sin funda, Sin funda",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0201001 | 1249001 | 1249001-1; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7337,0504011|0724003-1,7337,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón, 140x200x14,5 cm, Sin funda",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,2,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0724003-1; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7340,0504011|0724003|0606002-1,7340,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón, 140x200x14,5 cm, Granate",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0606002-1 | 0724003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7343,0504011|0724003|0607002-1,7343,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón, 140x200x14,5 cm, Rojo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0607002-1 | 0724003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7339,0504011|0724003|0608002-1,7339,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón, 140x200x14,5 cm, Crudo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0608002-1 | 0724003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7338,0504011|0724003|0609002-1,7338,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón, 140x200x14,5 cm, Azul",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0609002-1 | 0724003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7344,0504011|0724003|0614002-1,7344,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón, 140x200x14,5 cm, Verde",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0614002-1 | 0724003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7335,0504011|0724003|0615002-1,7335,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón, 140x200x14,5 cm, Amarillo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0615002-1 | 0724003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7342,0504011|0724003|0616002-1,7342,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón, 140x200x14,5 cm, Negro",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0616002-1 | 0724003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7334,0504011|0724003|0617002-1,7334,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón, 140x200x14,5 cm, Gris jaspeado",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0617002-1 | 0724003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7333,0504011|0724003|0619002-1,7333,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón, 140x200x14,5 cm, Beige jaspeado",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0619002-1 | 0724003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7347,0504011|0728002-1,7347,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con una capa de látex, 140x200x14,5 cm, Sin funda",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,2,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0728002-1; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7351,0504011|0728002|0606002-1,7351,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con una capa de látex, 140x200x14,5 cm, Granate",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0606002-1 | 0728002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7353,0504011|0728002|0607002-1,7353,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con una capa de látex, 140x200x14,5 cm, Rojo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0607002-1 | 0728002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7350,0504011|0728002|0608002-1,7350,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con una capa de látex, 140x200x14,5 cm, Crudo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0608002-1 | 0728002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7349,0504011|0728002|0609002-1,7349,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con una capa de látex, 140x200x14,5 cm, Azul",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0609002-1 | 0728002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7354,0504011|0728002|0614002-1,7354,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con una capa de látex, 140x200x14,5 cm, Verde",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0614002-1 | 0728002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7348,0504011|0728002|0615002-1,7348,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con una capa de látex, 140x200x14,5 cm, Amarillo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0615002-1 | 0728002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7352,0504011|0728002|0616002-1,7352,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con una capa de látex, 140x200x14,5 cm, Negro",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0616002-1 | 0728002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7355,0504011|0730002-1,7355,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con dos capas de látex, 140x200x14,5 cm, Sin funda",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,2,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0730002-1; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7359,0504011|0730002|0606002-1,7359,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con dos capas de látex, 140x200x14,5 cm, Granate",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0606002-1 | 0730002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7341,0504011|0730002|0607002-1,7341,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con dos capas de látex, 140x200x14,5 cm, Rojo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0607002-1 | 0730002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7358,0504011|0730002|0608002-1,7358,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con dos capas de látex, 140x200x14,5 cm, Crudo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0608002-1 | 0730002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7357,0504011|0730002|0609002-1,7357,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con dos capas de látex, 140x200x14,5 cm, Azul",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0609002-1 | 0730002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7336,0504011|0730002|0614002-1,7336,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con dos capas de látex, 140x200x14,5 cm, Verde",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0614002-1 | 0730002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7356,0504011|0730002|0615002-1,7356,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con dos capas de látex, 140x200x14,5 cm, Amarillo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0615002-1 | 0730002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7360,0504011|0730002|0616002-1,7360,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con dos capas de látex, 140x200x14,5 cm, Negro",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0616002-1 | 0730002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7346,0504011|0730002|0617002-1,7346,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con dos capas de látex, 140x200x14,5 cm, Gris jaspeado",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0617002-1 | 0730002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7345,0504011|0730002|0619002-1,7345,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón con dos capas de látex, 140x200x14,5 cm, Beige jaspeado",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0619002-1 | 0730002; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7369,0504011|1251006-1,7369,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Sin funda",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,2,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 1251006-1; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7373,0504011|1251006|0606002-1,7373,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Granate",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0606002-1 | 1251006; exact full-SKU evidence still absent.
